,prompt,classes,answer_index
10,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""the cookies from the tube were as good* as from scratch.""
 A. ""the cookies from the tube were as upright as from scratch.""
 B. ""the cookies from the tube were as evil as from scratch.""
Output:","[' A.', ' B.']",1
11,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""gina intended* to only eat 2 cookies and save the rest.""
 A. ""gina intended to only eat 2 cookies and save the rest.""
 B. ""gina unintended to only eat 2 cookies and save the rest.""
Output:","[' A.', ' B.']",1
12,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""jim found an old disposable* camera in the bottom of his junk drawer.""
 A. ""jim found an old disposable camera in the bottom of his junk drawer.""
 B. ""jim found an old nondisposable camera in the bottom of his junk drawer.""
Output:","[' A.', ' B.']",1
13,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""he began snapping away* at everything around him.""
 A. ""he began snapping home at everything around him.""
 B. ""he began snapping away at everything around him.""
Output:","[' A.', ' B.']",0
14,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""the counter clicked down* to one final photo.""
 A. ""the counter clicked up to one final photo.""
 B. ""the counter clicked down to one final photo.""
Output:","[' A.', ' B.']",0
15,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""the gravity of the situation began to dawn on* jim.""
 A. ""the gravity of the situation began to dawn on jim.""
 B. ""the gravity of the situation began to dawn off jim.""
Output:","[' A.', ' B.']",1
16,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""ron started his new* job as a landscaper today.""
 A. ""ron started his worn job as a landscaper today.""
 B. ""ron started his new job as a landscaper today.""
Output:","[' A.', ' B.']",0
17,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""his boss tells him to re-sod the front* yard of the mayor's home.""
 A. ""his boss tells him to re-sod the front yard of the mayor's home.""
 B. ""his boss tells him to re-sod the back yard of the mayor's home.""
Output:","[' A.', ' B.']",1
18,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""ron is ecstatic, but does a thorough job and finishes super early*.""
 A. ""ron is ecstatic, but does a thorough job and finishes super middle.""
 B. ""ron is ecstatic, but does a thorough job and finishes super early.""
Output:","[' A.', ' B.']",0
19,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""john and billy became very skilled* at beer pong.""
 A. ""john and billy became very skilled at beer pong.""
 B. ""john and billy became very unskilled at beer pong.""
Output:","[' A.', ' B.']",1
20,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""they won* the contest and advanced to the next level.""
 A. ""they lost the contest and advanced to the next level.""
 B. ""they won the contest and advanced to the next level.""
Output:","[' A.', ' B.']",0
